"Station","Air Quality","Longitude","Latitude","O3 Hour","O3 Quality","O3 Value","NO2 Hour","NO2 Quality","NO2 Value","PM10 Hour","PM10 Quality","PM10 Value","Generated","Date Time"
"Barcelona - Eixample","Good",2.1538,41.3853,"1h","Good",2,"1h","Good",65,"1h","Good",21,"23/11/2018 2:00",1542935101
"Barcelona - Gràcia","Good",2.1534,41.3987,"1h","Good",1,"1h","Good",65,"1h","Good",20,"23/11/2018 2:00",1542935101
"Barcelona - Ciutadella","Good",2.1874,41.3864,"1h","Good",2,"1h","Good",59,NA,NA,NA,"23/11/2018 2:00",1542935101
"Barcelona - Vall Hebron","Good",2.148,41.4261,"1h","Good",7,"1h","Good",50,"1h","Good",12,"23/11/2018 2:00",1542935101
"Barcelona - Palau Reial","Good",2.1151,41.3875,"1h","Good",16,"1h","Good",38,"1h","Good",15,"23/11/2018 2:00",1542935101
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"1h","Good",53,"1h","Good",36,"23/11/2018 2:00",1542935101
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"1h","Good",70,"1h","Good",11,"1h","Good",6,"23/11/2018 2:00",1542935101
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"2h","Good",37,NA,NA,NA,"23/11/2018 3:00",1542938702
"Barcelona - Eixample","Good",2.1538,41.3853,"2h","Good",2,"2h","Good",67,"2h","Good",22,"23/11/2018 3:00",1542938702
"Barcelona - Gràcia","Good",2.1534,41.3987,"2h","Good",9,"2h","Good",54,"2h","Good",21,"23/11/2018 3:00",1542938702
"Barcelona - Ciutadella","Good",2.1874,41.3864,"2h","Good",2,"2h","Good",55,NA,NA,NA,"23/11/2018 3:00",1542938702
"Barcelona - Vall Hebron","Good",2.148,41.4261,"2h","Good",18,"2h","Good",38,"2h","Good",12,"23/11/2018 3:00",1542938702
"Barcelona - Palau Reial","Good",2.1151,41.3875,"2h","Good",19,"2h","Good",31,"2h","Good",15,"23/11/2018 3:00",1542938702
"Barcelona - Poblenou","Moderate",2.2045,41.4039,NA,NA,NA,"2h","Good",44,"2h","Moderate",37,"23/11/2018 3:00",1542938702
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"2h","Good",76,"2h","Good",7,"2h","Good",7,"23/11/2018 3:00",1542938702
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"3h","Good",45,NA,NA,NA,"23/11/2018 4:00",1542942301
"Barcelona - Eixample","Good",2.1538,41.3853,"3h","Good",2,"3h","Good",70,"3h","Good",23,"23/11/2018 4:00",1542942301
"Barcelona - Gràcia","Good",2.1534,41.3987,"3h","Good",17,"3h","Good",41,"3h","Good",21,"23/11/2018 4:00",1542942301
"Barcelona - Ciutadella","Good",2.1874,41.3864,"3h","Good",2,"3h","Good",49,NA,NA,NA,"23/11/2018 4:00",1542942301
"Barcelona - Vall Hebron","Good",2.148,41.4261,"3h","Good",18,"3h","Good",41,"3h","Good",13,"23/11/2018 4:00",1542942301
"Barcelona - Palau Reial","Good",2.1151,41.3875,"3h","Good",15,"3h","Good",38,"3h","Good",15,"23/11/2018 4:00",1542942301
"Barcelona - Poblenou","Moderate",2.2045,41.4039,NA,NA,NA,"3h","Good",44,"3h","Moderate",38,"23/11/2018 4:00",1542942301
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"3h","Good",82,"3h","Good",4,"3h","Good",7,"23/11/2018 4:00",1542942301
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"4h","Good",51,NA,NA,NA,"23/11/2018 5:00",1542945902
"Barcelona - Eixample","Good",2.1538,41.3853,"4h","Good",2,"4h","Good",59,"4h","Good",23,"23/11/2018 5:00",1542945902
"Barcelona - Gràcia","Good",2.1534,41.3987,"4h","Good",23,"4h","Good",36,"4h","Good",21,"23/11/2018 5:00",1542945902
"Barcelona - Ciutadella","Good",2.1874,41.3864,"4h","Good",2,"4h","Good",52,NA,NA,NA,"23/11/2018 5:00",1542945902
"Barcelona - Vall Hebron","Good",2.148,41.4261,"4h","Good",25,"4h","Good",32,"4h","Good",13,"23/11/2018 5:00",1542945902
"Barcelona - Palau Reial","Good",2.1151,41.3875,"4h","Good",25,"4h","Good",23,"4h","Good",15,"23/11/2018 5:00",1542945902
"Barcelona - Poblenou","Moderate",2.2045,41.4039,NA,NA,NA,"4h","Good",43,"4h","Moderate",38,"23/11/2018 5:00",1542945902
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"4h","Good",83,"4h","Good",4,"4h","Good",7,"23/11/2018 5:00",1542945902
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"5h","Good",46,NA,NA,NA,"23/11/2018 6:00",1542949502
"Barcelona - Eixample","Good",2.1538,41.3853,"5h","Good",2,"5h","Good",57,"5h","Good",24,"23/11/2018 6:00",1542949502
"Barcelona - Gràcia","Good",2.1534,41.3987,"5h","Good",14,"5h","Good",45,"5h","Good",21,"23/11/2018 6:00",1542949502
"Barcelona - Ciutadella","Good",2.1874,41.3864,"5h","Good",2,"5h","Good",53,NA,NA,NA,"23/11/2018 6:00",1542949502
"Barcelona - Vall Hebron","Good",2.148,41.4261,"5h","Good",19,"5h","Good",35,"5h","Good",13,"23/11/2018 6:00",1542949502
"Barcelona - Palau Reial","Good",2.1151,41.3875,"5h","Good",13,"5h","Good",35,"5h","Good",16,"23/11/2018 6:00",1542949502
"Barcelona - Poblenou","Moderate",2.2045,41.4039,NA,NA,NA,"5h","Good",44,"5h","Moderate",38,"23/11/2018 6:00",1542949502
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"5h","Good",86,"5h","Good",3,"5h","Good",7,"23/11/2018 6:00",1542949502
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"6h","Good",42,NA,NA,NA,"23/11/2018 7:00",1542953102
"Barcelona - Eixample","Good",2.1538,41.3853,"6h","Good",2,"6h","Good",53,"6h","Good",24,"23/11/2018 7:00",1542953102
"Barcelona - Gràcia","Good",2.1534,41.3987,"6h","Good",15,"6h","Good",48,"6h","Good",21,"23/11/2018 7:00",1542953102
"Barcelona - Ciutadella","Good",2.1874,41.3864,"6h","Good",2,"6h","Good",55,NA,NA,NA,"23/11/2018 7:00",1542953102
"Barcelona - Vall Hebron","Good",2.148,41.4261,"6h","Good",9,"6h","Good",47,"6h","Good",13,"23/11/2018 7:00",1542953102
"Barcelona - Palau Reial","Good",2.1151,41.3875,"6h","Good",9,"6h","Good",38,"6h","Good",16,"23/11/2018 7:00",1542953102
"Barcelona - Poblenou","Moderate",2.2045,41.4039,NA,NA,NA,"6h","Good",42,"6h","Moderate",38,"23/11/2018 7:00",1542953102
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"6h","Good",87,"6h","Good",3,"7h","Good",7,"23/11/2018 7:00",1542953102
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"7h","Good",49,NA,NA,NA,"23/11/2018 8:00",1542956701
"Barcelona - Eixample","Good",2.1538,41.3853,"7h","Good",2,"7h","Good",62,"7h","Good",24,"23/11/2018 8:00",1542956701
"Barcelona - Gràcia","Good",2.1534,41.3987,"7h","Good",7,"7h","Good",59,"7h","Good",21,"23/11/2018 8:00",1542956701
"Barcelona - Ciutadella","Good",2.1874,41.3864,"7h","Good",3,"7h","Good",55,NA,NA,NA,"23/11/2018 8:00",1542956701
"Barcelona - Vall Hebron","Good",2.148,41.4261,"7h","Good",6,"7h","Good",57,"7h","Good",14,"23/11/2018 8:00",1542956701
"Barcelona - Palau Reial","Good",2.1151,41.3875,"7h","Good",3,"7h","Good",55,"7h","Good",15,"23/11/2018 8:00",1542956701
"Barcelona - Poblenou","Moderate",2.2045,41.4039,NA,NA,NA,"7h","Good",45,"7h","Moderate",38,"23/11/2018 8:00",1542956701
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"7h","Good",79,"7h","Good",6,"7h","Good",7,"23/11/2018 8:00",1542956701
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"8h","Good",48,NA,NA,NA,"23/11/2018 9:00",1542960302
"Barcelona - Eixample","Good",2.1538,41.3853,"8h","Good",2,"8h","Good",81,"8h","Good",25,"23/11/2018 9:00",1542960302
"Barcelona - Gràcia","Good",2.1534,41.3987,"8h","Good",1,"8h","Good",80,"8h","Good",20,"23/11/2018 9:00",1542960302
"Barcelona - Ciutadella","Good",2.1874,41.3864,"8h","Good",2,"8h","Good",62,NA,NA,NA,"23/11/2018 9:00",1542960302
"Barcelona - Vall Hebron","Good",2.148,41.4261,"8h","Good",2,"8h","Good",72,"8h","Good",14,"23/11/2018 9:00",1542960302
"Barcelona - Palau Reial","Good",2.1151,41.3875,"8h","Good",1,"8h","Good",69,"8h","Good",15,"23/11/2018 9:00",1542960302
"Barcelona - Poblenou","Moderate",2.2045,41.4039,NA,NA,NA,"8h","Good",50,"8h","Moderate",38,"23/11/2018 9:00",1542960302
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"8h","Good",79,"8h","Good",7,"8h","Good",8,"23/11/2018 9:00",1542960302
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"9h","Good",67,NA,NA,NA,"23/11/2018 10:00",1542963901
"Barcelona - Eixample","Moderate",2.1538,41.3853,"9h","Good",2,"9h","Moderate",94,"9h","Good",26,"23/11/2018 10:00",1542963901
"Barcelona - Gràcia","Moderate",2.1534,41.3987,"9h","Good",2,"9h","Moderate",92,"9h","Good",20,"23/11/2018 10:00",1542963901
"Barcelona - Ciutadella","Good",2.1874,41.3864,"9h","Good",2,"9h","Good",68,NA,NA,NA,"23/11/2018 10:00",1542963901
"Barcelona - Vall Hebron","Good",2.148,41.4261,"9h","Good",5,"9h","Good",71,"9h","Good",15,"23/11/2018 10:00",1542963901
"Barcelona - Palau Reial","Moderate",2.1151,41.3875,"9h","Good",1,"9h","Moderate",96,"9h","Good",15,"23/11/2018 10:00",1542963901
"Barcelona - Poblenou","Moderate",2.2045,41.4039,NA,NA,NA,"9h","Good",52,"9h","Moderate",38,"23/11/2018 10:00",1542963901
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"9h","Good",72,"9h","Good",8,"9h","Good",8,"23/11/2018 10:00",1542963901
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"10h","Good",64,NA,NA,NA,"23/11/2018 11:00",1542967502
"Barcelona - Eixample","Good",2.1538,41.3853,"10h","Good",3,"10h","Good",90,"10h","Good",27,"23/11/2018 11:00",1542967502
"Barcelona - Gràcia","Good",2.1534,41.3987,"10h","Good",5,"10h","Good",78,"10h","Good",19,"23/11/2018 11:00",1542967502
"Barcelona - Ciutadella","Good",2.1874,41.3864,"10h","Good",5,"10h","Good",62,NA,NA,NA,"23/11/2018 11:00",1542967502
"Barcelona - Vall Hebron","Good",2.148,41.4261,"10h","Good",19,"10h","Good",48,"10h","Good",15,"23/11/2018 11:00",1542967502
"Barcelona - Palau Reial","Good",2.1151,41.3875,"10h","Good",1,"10h","Good",74,"10h","Good",16,"23/11/2018 11:00",1542967502
"Barcelona - Poblenou","Moderate",2.2045,41.4039,NA,NA,NA,"10h","Good",49,"10h","Moderate",37,"23/11/2018 11:00",1542967502
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"10h","Good",73,"10h","Good",8,"10h","Good",8,"23/11/2018 11:00",1542967502
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"11h","Good",66,NA,NA,NA,"23/11/2018 12:00",1542971101
"Barcelona - Eixample","Good",2.1538,41.3853,"11h","Good",2,"11h","Good",78,"11h","Good",27,"23/11/2018 12:00",1542971101
"Barcelona - Gràcia","Good",2.1534,41.3987,"11h","Good",3,"11h","Good",81,"12h","Good",18,"23/11/2018 12:00",1542971101
"Barcelona - Ciutadella","Good",2.1874,41.3864,"11h","Good",3,"11h","Good",70,NA,NA,NA,"23/11/2018 12:00",1542971101
"Barcelona - Vall Hebron","Good",2.148,41.4261,"11h","Good",15,"11h","Good",52,"11h","Good",15,"23/11/2018 12:00",1542971101
"Barcelona - Palau Reial","Good",2.1151,41.3875,"11h","Good",1,"11h","Good",75,"11h","Good",16,"23/11/2018 12:00",1542971101
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"11h","Good",57,"11h","Good",36,"23/11/2018 12:00",1542971101
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"11h","Good",74,"11h","Good",9,"11h","Good",9,"23/11/2018 12:00",1542971101
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"12h","Good",63,NA,NA,NA,"23/11/2018 13:00",1542974702
"Barcelona - Eixample","Good",2.1538,41.3853,"12h","Good",1,"12h","Good",80,"12h","Good",29,"23/11/2018 13:00",1542974702
"Barcelona - Gràcia","Good",2.1534,41.3987,"12h","Good",2,"11h","Good",81,"12h","Good",19,"23/11/2018 13:00",1542974702
"Barcelona - Ciutadella","Good",2.1874,41.3864,"12h","Good",2,"12h","Good",65,NA,NA,NA,"23/11/2018 13:00",1542974702
"Barcelona - Vall Hebron","Good",2.148,41.4261,"12h","Good",7,"12h","Good",56,"12h","Good",15,"23/11/2018 13:00",1542974702
"Barcelona - Palau Reial","Good",2.1151,41.3875,"11h","Good",1,"11h","Good",75,"12h","Good",16,"23/11/2018 13:00",1542974702
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"12h","Good",50,"12h","Good",36,"23/11/2018 13:00",1542974702
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"12h","Good",65,"12h","Good",13,"12h","Good",9,"23/11/2018 13:00",1542974702
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"13h","Good",74,NA,NA,NA,"23/11/2018 14:00",1542978302
"Barcelona - Eixample","Good",2.1538,41.3853,"13h","Good",2,"13h","Good",81,"13h","Good",31,"23/11/2018 14:00",1542978302
"Barcelona - Gràcia","Good",2.1534,41.3987,"12h","Good",2,"11h","Good",81,"13h","Good",20,"23/11/2018 14:00",1542978302
"Barcelona - Ciutadella","Good",2.1874,41.3864,"13h","Good",7,"13h","Good",62,NA,NA,NA,"23/11/2018 14:00",1542978302
"Barcelona - Vall Hebron","Good",2.148,41.4261,"13h","Good",14,"13h","Good",43,"13h","Good",15,"23/11/2018 14:00",1542978302
"Barcelona - Palau Reial","Good",2.1151,41.3875,"13h","Good",2,"13h","Good",59,"13h","Good",18,"23/11/2018 14:00",1542978302
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"12h","Good",50,"13h","Good",36,"23/11/2018 14:00",1542978302
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"13h","Good",75,"13h","Good",7,"13h","Good",9,"23/11/2018 14:00",1542978302
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"14h","Good",62,NA,NA,NA,"23/11/2018 15:00",1542981902
"Barcelona - Eixample","Good",2.1538,41.3853,"14h","Good",3,"14h","Good",71,"14h","Good",31,"23/11/2018 15:00",1542981902
"Barcelona - Gràcia","Good",2.1534,41.3987,"14h","Good",10,"14h","Good",64,"14h","Good",21,"23/11/2018 15:00",1542981902
"Barcelona - Ciutadella","Good",2.1874,41.3864,"14h","Good",7,"14h","Good",59,NA,NA,NA,"23/11/2018 15:00",1542981902
"Barcelona - Vall Hebron","Good",2.148,41.4261,"14h","Good",23,"14h","Good",36,"14h","Good",15,"23/11/2018 15:00",1542981902
"Barcelona - Palau Reial","Good",2.1151,41.3875,"14h","Good",2,"14h","Good",64,"14h","Good",18,"23/11/2018 15:00",1542981902
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"14h","Good",58,"14h","Good",36,"23/11/2018 15:00",1542981902
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"14h","Good",78,"14h","Good",5,"14h","Good",8,"23/11/2018 15:00",1542981902
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"15h","Good",56,NA,NA,NA,"23/11/2018 16:00",1542985502
"Barcelona - Eixample","Good",2.1538,41.3853,"15h","Good",2,"15h","Good",66,"15h","Good",32,"23/11/2018 16:00",1542985502
"Barcelona - Gràcia","Good",2.1534,41.3987,"15h","Good",16,"15h","Good",59,"15h","Good",21,"23/11/2018 16:00",1542985502
"Barcelona - Ciutadella","Good",2.1874,41.3864,"15h","Good",2,"15h","Good",57,NA,NA,NA,"23/11/2018 16:00",1542985502
"Barcelona - Vall Hebron","Good",2.148,41.4261,"15h","Good",13,"15h","Good",48,"15h","Good",15,"23/11/2018 16:00",1542985502
"Barcelona - Palau Reial","Good",2.1151,41.3875,"15h","Good",7,"15h","Good",45,"15h","Good",19,"23/11/2018 16:00",1542985502
"Barcelona - Poblenou","Moderate",2.2045,41.4039,NA,NA,NA,"15h","Good",63,"15h","Moderate",37,"23/11/2018 16:00",1542985502
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"15h","Good",74,"15h","Good",7,"15h","Good",8,"23/11/2018 16:00",1542985502
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"16h","Good",58,NA,NA,NA,"23/11/2018 17:00",1542989101
"Barcelona - Eixample","Good",2.1538,41.3853,"16h","Good",2,"16h","Good",69,"16h","Good",32,"23/11/2018 17:00",1542989101
"Barcelona - Gràcia","Good",2.1534,41.3987,"16h","Good",15,"16h","Good",59,"16h","Good",21,"23/11/2018 17:00",1542989101
"Barcelona - Ciutadella","Good",2.1874,41.3864,"16h","Good",2,"16h","Good",55,NA,NA,NA,"23/11/2018 17:00",1542989101
"Barcelona - Vall Hebron","Good",2.148,41.4261,"16h","Good",5,"16h","Good",58,"16h","Good",15,"23/11/2018 17:00",1542989101
"Barcelona - Palau Reial","Good",2.1151,41.3875,"16h","Good",5,"16h","Good",51,"16h","Good",19,"23/11/2018 17:00",1542989101
"Barcelona - Poblenou","Moderate",2.2045,41.4039,NA,NA,NA,"16h","Good",64,"16h","Moderate",37,"23/11/2018 17:00",1542989101
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"16h","Good",70,"16h","Good",8,"16h","Good",9,"23/11/2018 17:00",1542989101
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"17h","Good",65,NA,NA,NA,"23/11/2018 18:00",1542992701
"Barcelona - Eixample","Good",2.1538,41.3853,"16h","Good",2,"16h","Good",69,"17h","Good",33,"23/11/2018 18:00",1542992701
"Barcelona - Gràcia","Good",2.1534,41.3987,"17h","Good",3,"17h","Good",75,"17h","Good",21,"23/11/2018 18:00",1542992701
"Barcelona - Ciutadella","Good",2.1874,41.3864,"17h","Good",1,"17h","Good",55,NA,NA,NA,"23/11/2018 18:00",1542992701
"Barcelona - Vall Hebron","Good",2.148,41.4261,"17h","Good",5,"17h","Good",51,"17h","Good",15,"23/11/2018 18:00",1542992701
"Barcelona - Palau Reial","Good",2.1151,41.3875,"17h","Good",1,"17h","Good",72,"18h","Good",20,"23/11/2018 18:00",1542992701
"Barcelona - Poblenou","Moderate",2.2045,41.4039,NA,NA,NA,"17h","Good",65,"18h","Moderate",37,"23/11/2018 18:00",1542992701
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"17h","Good",62,"17h","Good",13,"17h","Good",9,"23/11/2018 18:00",1542992701
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"18h","Good",57,NA,NA,NA,"23/11/2018 19:00",1542996302
"Barcelona - Eixample","Good",2.1538,41.3853,"16h","Good",2,"16h","Good",69,"18h","Good",33,"23/11/2018 19:00",1542996302
"Barcelona - Gràcia","Good",2.1534,41.3987,"18h","Good",10,"18h","Good",57,"18h","Good",21,"23/11/2018 19:00",1542996302
"Barcelona - Ciutadella","Good",2.1874,41.3864,"18h","Good",4,"18h","Good",61,NA,NA,NA,"23/11/2018 19:00",1542996302
"Barcelona - Vall Hebron","Good",2.148,41.4261,"18h","Good",22,"18h","Good",36,"18h","Good",16,"23/11/2018 19:00",1542996302
"Barcelona - Palau Reial","Good",2.1151,41.3875,"18h","Good",17,"18h","Good",41,"18h","Good",20,"23/11/2018 19:00",1542996302
"Barcelona - Poblenou","Moderate",2.2045,41.4039,NA,NA,NA,"18h","Good",69,"18h","Moderate",37,"23/11/2018 19:00",1542996302
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"18h","Good",49,"18h","Good",18,"18h","Good",9,"23/11/2018 19:00",1542996302
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"19h","Good",31,NA,NA,NA,"23/11/2018 20:00",1542999902
"Barcelona - Eixample","Good",2.1538,41.3853,"17h","--",NA,"17h","--",NA,"19h","Good",33,"23/11/2018 20:00",1542999902
"Barcelona - Gràcia","Good",2.1534,41.3987,"19h","Good",14,"19h","Good",44,"19h","Good",20,"23/11/2018 20:00",1542999902
"Barcelona - Ciutadella","Good",2.1874,41.3864,"19h","Good",9,"19h","Good",55,NA,NA,NA,"23/11/2018 20:00",1542999902
"Barcelona - Vall Hebron","Good",2.148,41.4261,"19h","Good",26,"19h","Good",30,"19h","Good",15,"23/11/2018 20:00",1542999902
"Barcelona - Palau Reial","Good",2.1151,41.3875,"19h","Good",22,"19h","Good",30,"19h","Good",19,"23/11/2018 20:00",1542999902
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"19h","Good",45,"19h","Good",35,"23/11/2018 20:00",1542999902
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"19h","Good",38,"19h","Good",23,"19h","Good",9,"23/11/2018 20:00",1542999902
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"20h","Good",31,NA,NA,NA,"23/11/2018 21:00",1543003501
"Barcelona - Eixample","Good",2.1538,41.3853,"18h","--",NA,"18h","--",NA,"20h","Good",33,"23/11/2018 21:00",1543003501
"Barcelona - Gràcia","Good",2.1534,41.3987,"20h","Good",22,"20h","Good",40,"20h","Good",19,"23/11/2018 21:00",1543003501
"Barcelona - Ciutadella","Good",2.1874,41.3864,"20h","Good",12,"20h","Good",52,NA,NA,NA,"23/11/2018 21:00",1543003501
"Barcelona - Vall Hebron","Good",2.148,41.4261,"20h","Good",33,"20h","Good",26,"20h","Good",15,"23/11/2018 21:00",1543003501
"Barcelona - Palau Reial","Good",2.1151,41.3875,"20h","Good",25,"20h","Good",28,"20h","Good",19,"23/11/2018 21:00",1543003501
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"20h","Good",43,"20h","Good",33,"23/11/2018 21:00",1543003501
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"20h","Good",47,"20h","Good",20,"20h","Good",9,"23/11/2018 21:00",1543003501
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"21h","Good",30,NA,NA,NA,"23/11/2018 22:00",1543007101
"Barcelona - Eixample","Good",2.1538,41.3853,"21h","Good",17,"21h","Good",44,"21h","Good",30,"23/11/2018 22:00",1543007101
"Barcelona - Gràcia","Good",2.1534,41.3987,"21h","Good",18,"21h","Good",51,"21h","Good",18,"23/11/2018 22:00",1543007101
"Barcelona - Ciutadella","Good",2.1874,41.3864,"21h","Good",21,"21h","Good",46,NA,NA,NA,"23/11/2018 22:00",1543007101
"Barcelona - Vall Hebron","Good",2.148,41.4261,"21h","Good",42,"21h","Good",23,"21h","Good",14,"23/11/2018 22:00",1543007101
"Barcelona - Palau Reial","Good",2.1151,41.3875,"21h","Good",37,"21h","Good",23,"21h","Good",18,"23/11/2018 22:00",1543007101
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"21h","Good",44,"21h","Good",30,"23/11/2018 22:00",1543007101
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"21h","Good",61,"21h","Good",12,"21h","Good",9,"23/11/2018 22:00",1543007101
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"22h","Good",33,NA,NA,NA,"23/11/2018 23:00",1543010702
"Barcelona - Eixample","Good",2.1538,41.3853,"22h","Good",17,"22h","Good",53,"22h","Good",29,"23/11/2018 23:00",1543010702
"Barcelona - Gràcia","Good",2.1534,41.3987,"22h","Good",19,"22h","Good",50,"22h","Good",17,"23/11/2018 23:00",1543010702
"Barcelona - Ciutadella","Good",2.1874,41.3864,"22h","Good",30,"22h","Good",38,NA,NA,NA,"23/11/2018 23:00",1543010702
"Barcelona - Vall Hebron","Good",2.148,41.4261,"22h","Good",47,"22h","Good",18,"22h","Good",14,"23/11/2018 23:00",1543010702
"Barcelona - Palau Reial","Good",2.1151,41.3875,"22h","Good",42,"22h","Good",19,"22h","Good",17,"23/11/2018 23:00",1543010702
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"22h","Good",46,"22h","Good",28,"23/11/2018 23:00",1543010702
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"22h","Good",58,"22h","Good",14,"22h","Good",8,"23/11/2018 23:00",1543010702
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"23h","Good",27,NA,NA,NA,"24/11/2018 0:00",1543014302
"Barcelona - Eixample","Good",2.1538,41.3853,"23h","Good",19,"23h","Good",46,"23h","Good",28,"24/11/2018 0:00",1543014302
"Barcelona - Gràcia","Good",2.1534,41.3987,"23h","Good",20,"23h","Good",44,"23h","Good",17,"24/11/2018 0:00",1543014302
"Barcelona - Ciutadella","Good",2.1874,41.3864,"23h","Good",18,"23h","Good",45,NA,NA,NA,"24/11/2018 0:00",1543014302
"Barcelona - Vall Hebron","Good",2.148,41.4261,"23h","Good",50,"23h","Good",14,"23h","Good",14,"24/11/2018 0:00",1543014302
"Barcelona - Palau Reial","Good",2.1151,41.3875,"23h","Good",44,"23h","Good",16,"23h","Good",17,"24/11/2018 0:00",1543014302
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"23h","Good",45,"23h","Good",27,"24/11/2018 0:00",1543014302
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"23h","Good",62,"23h","Good",9,"23h","Good",9,"24/11/2018 0:00",1543014302
